"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 29, 2019","26,250.0","26,350.0","26,400.0","25,450.0","2.31M","-0.57%"
"Aug 28, 2019","26,400.0","26,500.0","26,500.0","26,250.0","720.97K","-0.38%"
"Aug 27, 2019","26,500.0","26,300.0","26,500.0","26,250.0","2.42M","0.76%"
"Aug 26, 2019","26,300.0","26,300.0","26,300.0","25,800.0","1.28M","-0.38%"
"Aug 23, 2019","26,400.0","26,400.0","26,400.0","26,250.0","893.37K","-0.19%"
"Aug 22, 2019","26,450.0","26,400.0","26,450.0","26,300.0","914.36K","-0.19%"
"Aug 21, 2019","26,500.0","26,250.0","26,500.0","26,100.0","1.29M","0.76%"
"Aug 20, 2019","26,300.0","26,300.0","26,350.0","26,050.0","995.85K","-0.19%"
"Aug 19, 2019","26,350.0","26,400.0","26,500.0","26,200.0","623.53K","-0.19%"
"Aug 16, 2019","26,400.0","26,300.0","26,500.0","26,150.0","1.82M","0.19%"
"Aug 15, 2019","26,350.0","25,750.0","26,350.0","25,700.0","1.72M","0.19%"
"Aug 14, 2019","26,300.0","26,050.0","26,300.0","25,700.0","1.46M","0.96%"
"Aug 13, 2019","26,050.0","26,050.0","26,100.0","25,600.0","1.07M","-0.38%"
"Aug 12, 2019","26,150.0","26,450.0","26,500.0","25,800.0","1.25M","-0.57%"
"Aug 09, 2019","26,300.0","25,000.0","26,300.0","24,950.0","3.86M","5.20%"
"Aug 08, 2019","25,000.0","25,000.0","25,000.0","24,600.0","1.54M","0.00%"
"Aug 07, 2019","25,000.0","25,000.0","25,000.0","24,500.0","1.65M","0.00%"
"Aug 06, 2019","25,000.0","25,600.0","25,600.0","24,450.0","2.05M","-2.34%"
"Aug 05, 2019","25,600.0","26,000.0","26,050.0","25,550.0","1.08M","-1.73%"
"Aug 02, 2019","26,050.0","25,900.0","26,050.0","25,700.0","1.99M","0.19%"
"Aug 01, 2019","26,000.0","26,000.0","26,000.0","25,850.0","1.08M","0.19%"
"Jul 31, 2019","25,950.0","26,100.0","26,100.0","25,800.0","1.23M","-0.19%"
"Jul 30, 2019","26,000.0","26,050.0","26,050.0","25,850.0","1.08M","0.00%"
"Jul 29, 2019","26,000.0","26,000.0","26,100.0","25,900.0","924.56K","-0.19%"
"Jul 26, 2019","26,050.0","26,100.0","26,200.0","25,800.0","1.27M","-0.38%"
"Jul 25, 2019","26,150.0","26,100.0","26,250.0","25,800.0","1.26M","0.19%"
"Jul 24, 2019","26,100.0","26,200.0","26,300.0","25,950.0","507.93K","-0.19%"
"Jul 23, 2019","26,150.0","26,100.0","26,150.0","25,900.0","892.56K","0.19%"
"Jul 22, 2019","26,100.0","26,400.0","26,500.0","25,950.0","775.19K","-1.14%"
"Jul 19, 2019","26,400.0","26,350.0","26,450.0","26,200.0","910.90K","0.19%"
"Jul 18, 2019","26,350.0","26,450.0","26,500.0","26,000.0","1.07M","-0.19%"
"Jul 17, 2019","26,400.0","26,100.0","26,400.0","26,000.0","1.84M","1.34%"
"Jul 16, 2019","26,050.0","26,050.0","26,200.0","26,000.0","1.02M","-0.19%"
"Jul 15, 2019","26,100.0","26,150.0","26,250.0","25,850.0","971.41K","-0.19%"
"Jul 12, 2019","26,150.0","26,100.0","26,200.0","25,900.0","1.06M","0.19%"
"Jul 11, 2019","26,100.0","25,950.0","26,250.0","25,950.0","1.06M","0.58%"
"Jul 10, 2019","25,950.0","26,100.0","26,100.0","25,750.0","1.82M","-0.76%"
"Jul 09, 2019","26,150.0","26,000.0","26,150.0","25,650.0","1.47M","0.58%"
"Jul 08, 2019","26,000.0","26,200.0","26,200.0","25,850.0","1.28M","-0.95%"
"Jul 05, 2019","26,250.0","26,500.0","26,650.0","26,250.0","1.05M","-0.94%"
"Jul 04, 2019","26,500.0","26,500.0","26,500.0","26,200.0","1.60M","0.76%"
"Jul 03, 2019","26,300.0","26,400.0","26,600.0","26,150.0","1.19M","-0.75%"
"Jul 02, 2019","26,500.0","26,850.0","26,850.0","26,250.0","1.67M","-1.49%"
"Jul 01, 2019","26,900.0","27,500.0","27,500.0","26,700.0","1.21M","-2.18%"
"Jun 28, 2019","27,500.0","26,550.0","27,500.0","25,900.0","1.73M","3.58%"
"Jun 27, 2019","26,550.0","26,600.0","26,800.0","26,450.0","720.99K","-0.19%"
"Jun 26, 2019","26,600.0","26,700.0","26,800.0","26,450.0","1.35M","-0.37%"
"Jun 25, 2019","26,700.0","26,600.0","26,800.0","26,550.0","641.15K","0.19%"
"Jun 24, 2019","26,650.0","26,700.0","26,800.0","26,550.0","846.74K","0.19%"
"Jun 21, 2019","26,600.0","26,900.0","27,050.0","26,500.0","1.91M","-1.12%"
"Jun 20, 2019","26,900.0","26,500.0","26,950.0","26,400.0","1.79M","2.48%"
"Jun 19, 2019","26,250.0","26,000.0","26,400.0","25,000.0","1.86M","0.96%"
"Jun 18, 2019","26,000.0","26,550.0","26,700.0","25,750.0","1.25M","-1.89%"
"Jun 17, 2019","26,500.0","26,700.0","26,800.0","26,350.0","1.01M","-0.38%"
"Jun 14, 2019","26,600.0","26,750.0","26,900.0","26,400.0","1.78M","0.00%"
"Jun 13, 2019","26,600.0","26,700.0","26,850.0","26,500.0","1.03M","-0.75%"
"Jun 12, 2019","26,800.0","26,800.0","26,900.0","26,550.0","1.19M","0.19%"
"Jun 11, 2019","26,750.0","26,600.0","26,900.0","26,550.0","865.43K","-0.19%"
"Jun 10, 2019","26,800.0","26,900.0","27,000.0","26,450.0","1.29M","-0.37%"
"Jun 07, 2019","26,900.0","26,750.0","26,900.0","26,500.0","941.19K","0.37%"
"Jun 06, 2019","26,800.0","26,700.0","27,000.0","26,700.0","779.49K","-0.37%"
